cik	formtype	companyname	filingdate	url
8947	10-K	AZZ	2004-05-26	https://www.sec.gov/Archives/edgar/data/8947/0001193125-04-094778.txt
9342	10-K	BALDOR ELECTRIC	2002-03-18	https://www.sec.gov/Archives/edgar/data/9342/0000009342-02-000012.txt
9342	10-K	BALDOR ELECTRIC	2010-03-03	https://www.sec.gov/Archives/edgar/data/9342/0001193125-10-046751.txt
9342	10-K	BALDOR ELECTRIC	1997-03-27	https://www.sec.gov/Archives/edgar/data/9342/0000009342-97-000009.txt
9342	10-K	BALDOR ELECTRIC	1995-03-30	https://www.sec.gov/Archives/edgar/data/9342/0000009342-95-000008.txt
9342	10-K	BALDOR ELECTRIC	2007-02-28	https://www.sec.gov/Archives/edgar/data/9342/0001193125-07-042604.txt
9342	10-K	BALDOR ELECTRIC	2003-03-28	https://www.sec.gov/Archives/edgar/data/9342/0000009342-03-000009.txt
9342	10-K	BALDOR ELECTRIC	1999-03-26	https://www.sec.gov/Archives/edgar/data/9342/0000009342-99-000002.txt
9342	10-K	BALDOR ELECTRIC	2005-03-16	https://www.sec.gov/Archives/edgar/data/9342/0001193125-05-052559.txt
9342	10-K	BALDOR ELECTRIC	2006-03-10	https://www.sec.gov/Archives/edgar/data/9342/0001193125-06-050942.txt
9342	10-K405	BALDOR ELECTRIC	1998-03-27	https://www.sec.gov/Archives/edgar/data/9342/0000009342-98-000004.txt
9342	10-K	BALDOR ELECTRIC	2008-03-12	https://www.sec.gov/Archives/edgar/data/9342/0001193125-08-054278.txt
9342	10-K	BALDOR ELECTRIC	1994-03-31	https://www.sec.gov/Archives/edgar/data/9342/0000009342-94-000007.txt
9342	10-K	BALDOR ELECTRIC	1996-03-28	https://www.sec.gov/Archives/edgar/data/9342/0000009342-96-000007.txt
9342	10-K	BALDOR ELECTRIC	2000-03-22	https://www.sec.gov/Archives/edgar/data/9342/0000009342-00-000001.txt
9342	10-K	BALDOR ELECTRIC	2009-03-04	https://www.sec.gov/Archives/edgar/data/9342/0001193125-09-044828.txt
9342	10-K	BALDOR ELECTRIC	2004-03-18	https://www.sec.gov/Archives/edgar/data/9342/0001193125-04-044455.txt
9342	10-K	BALDOR ELECTRIC	2001-03-23	https://www.sec.gov/Archives/edgar/data/9342/0000009342-01-000013.txt
16357	10-KT	ADAPTIVE BROADBAND	2001-07-05	https://www.sec.gov/Archives/edgar/data/16357/0001012870-01-501426.txt
16357	10-K405	CALIFORNIA MICROWAVE	1996-09-27	https://www.sec.gov/Archives/edgar/data/16357/0000950149-96-001494.txt
16357	10-K405	ADAPTIVE BROADBAND	1999-09-27	https://www.sec.gov/Archives/edgar/data/16357/0001047469-99-036903.txt
16357	10-K405	CALIFORNIA MICROWAVE	1995-09-28	https://www.sec.gov/Archives/edgar/data/16357/0000950149-95-000610.txt
16357	10-K	ADAPTIVE BROADBAND	2000-08-29	https://www.sec.gov/Archives/edgar/data/16357/0000930661-00-002238.txt
16357	10-K405	CALIFORNIA MICROWAVE	1998-09-28	https://www.sec.gov/Archives/edgar/data/16357/0000891618-98-004330.txt
16357	10-K405	CALIFORNIA MICROWAVE	1997-09-26	https://www.sec.gov/Archives/edgar/data/16357/0000950149-97-001773.txt
19704	10-K405	CHERRY	1995-05-22	https://www.sec.gov/Archives/edgar/data/19704/0000019704-95-000002.txt
19704	10-K405	CHERRY	2000-05-30	https://www.sec.gov/Archives/edgar/data/19704/0000019704-00-000005.txt
19704	10-K405	CHERRY	1996-05-20	https://www.sec.gov/Archives/edgar/data/19704/0000019704-96-000005.txt
19704	10-K405	CHERRY	1997-05-21	https://www.sec.gov/Archives/edgar/data/19704/0000019704-97-000006.txt
19704	10-K405	CHERRY	1998-05-27	https://www.sec.gov/Archives/edgar/data/19704/0000019704-98-000003.txt
19704	10-K	CHERRY	1994-05-23	https://www.sec.gov/Archives/edgar/data/19704/0000019704-94-000002.txt
19704	10-K405	CHERRY	1999-05-28	https://www.sec.gov/Archives/edgar/data/19704/0000019704-99-000003.txt
20232	10-K	CHYRON	2001-03-20	https://www.sec.gov/Archives/edgar/data/20232/0000020232-01-500010.txt
20232	10-K	CHYRON	2008-03-25	https://www.sec.gov/Archives/edgar/data/20232/0000020232-08-000008.txt
20232	10-K	CHYRON	2013-03-07	https://www.sec.gov/Archives/edgar/data/20232/0000020232-13-000008.txt
20232	10-K	CHYRON	2002-04-01	https://www.sec.gov/Archives/edgar/data/20232/0000020232-02-000003.txt
20232	10-K	CHYRON	2012-03-21	https://www.sec.gov/Archives/edgar/data/20232/0000020232-12-000008.txt
20232	10-K	CHYRON	2005-03-31	https://www.sec.gov/Archives/edgar/data/20232/0000020232-05-000021.txt
20232	10-K	CHYRON	2006-03-31	https://www.sec.gov/Archives/edgar/data/20232/0000020232-06-000017.txt
20232	10-K	CHYRON	2011-03-23	https://www.sec.gov/Archives/edgar/data/20232/0000020232-11-000006.txt
20232	10-K	CHYRON	2000-03-09	https://www.sec.gov/Archives/edgar/data/20232/0000020232-00-000003.txt
20232	10-K	CHYRON	2008-05-13	https://www.sec.gov/Archives/edgar/data/20232/0000020232-08-000017.txt
20232	10-K	CHYRON	2010-03-29	https://www.sec.gov/Archives/edgar/data/20232/0001437749-10-000821.txt
20232	10-K	CHYRON	2009-03-25	https://www.sec.gov/Archives/edgar/data/20232/0000020232-09-000016.txt
20232	10-K	CHYRON	2003-03-31	https://www.sec.gov/Archives/edgar/data/20232/0000020232-03-000004.txt
20232	10-K	CHYRON	2007-03-30	https://www.sec.gov/Archives/edgar/data/20232/0000020232-07-000009.txt
20232	10-K	CHYRON	2004-03-30	https://www.sec.gov/Archives/edgar/data/20232/0000020232-04-000008.txt
20232	10-K	CHYRON	1998-03-16	https://www.sec.gov/Archives/edgar/data/20232/0000020232-98-000002.txt
20232	10-K	CHYRON	1996-03-14	https://www.sec.gov/Archives/edgar/data/20232/0000020232-96-000002.txt
20232	10-K	CHYRON	1999-03-30	https://www.sec.gov/Archives/edgar/data/20232/0000020232-99-000010.txt
20232	10-K	ChyronHego	2014-03-14	https://www.sec.gov/Archives/edgar/data/20232/0000020232-14-000009.txt
20232	10-K	CHYRON	1997-03-20	https://www.sec.gov/Archives/edgar/data/20232/0000020232-97-000005.txt
21438	10-K	COGNITRONICS	2001-04-02	https://www.sec.gov/Archives/edgar/data/21438/0000021438-01-000002.txt
21438	10-K	COGNITRONICS	1997-03-27	https://www.sec.gov/Archives/edgar/data/21438/0000021438-97-000002.txt
21438	10-K	COGNITRONICS	2000-03-29	https://www.sec.gov/Archives/edgar/data/21438/0000021438-00-000003.txt
21438	10-K	THINKENGINE NETWORKS,	2007-03-27	https://www.sec.gov/Archives/edgar/data/21438/0001072613-07-000749.txt
21438	10-K	THINKENGINE NETWORKS,	2008-03-19	https://www.sec.gov/Archives/edgar/data/21438/0001072613-08-000766.txt
21438	10-K	COGNITRONICS	2003-04-01	https://www.sec.gov/Archives/edgar/data/21438/0000021438-03-000003.txt
21438	10-K	COGNITRONICS	2005-03-31	https://www.sec.gov/Archives/edgar/data/21438/0000021438-05-000006.txt
21438	10-K	COGNITRONICS	1996-03-29	https://www.sec.gov/Archives/edgar/data/21438/0000021438-96-000002.txt
21438	10-K	COGNITRONICS	2006-04-03	https://www.sec.gov/Archives/edgar/data/21438/0000021438-06-000011.txt
21438	10-K	COGNITRONICS	1999-03-31	https://www.sec.gov/Archives/edgar/data/21438/0000021438-99-000002.txt
21438	10-K	COGNITRONICS	2004-03-30	https://www.sec.gov/Archives/edgar/data/21438/0000021438-04-000003.txt
21438	10-K	COGNITRONICS	1998-03-31	https://www.sec.gov/Archives/edgar/data/21438/0000021438-98-000002.txt
21438	10-K	COGNITRONICS	2002-04-01	https://www.sec.gov/Archives/edgar/data/21438/0000021438-02-000004.txt
21627	10-K405	COLEMAN CO	1999-04-15	https://www.sec.gov/Archives/edgar/data/21627/0001047469-99-015066.txt
21627	10-K	COLEMAN CO	1997-03-31	https://www.sec.gov/Archives/edgar/data/21627/0000912057-97-011361.txt
21627	10-K405	COLEMAN CO	1998-03-24	https://www.sec.gov/Archives/edgar/data/21627/0001047469-98-011021.txt
22252	10-K	COMARCO	2013-04-30	https://www.sec.gov/Archives/edgar/data/22252/0001437749-13-004940.txt
22252	10-K	COMARCO	2000-04-28	https://www.sec.gov/Archives/edgar/data/22252/0000022252-00-000004.txt
22252	10-K	COMARCO	2009-05-01	https://www.sec.gov/Archives/edgar/data/22252/0000950134-09-009069.txt
22252	10-K	COMARCO	1997-04-30	https://www.sec.gov/Archives/edgar/data/22252/0000022252-97-000003.txt
22252	10-K	COMARCO	2002-05-01	https://www.sec.gov/Archives/edgar/data/22252/0001032210-02-000726.txt
22252	10-K	COMARCO	2012-04-30	https://www.sec.gov/Archives/edgar/data/22252/0001193125-12-195681.txt
22252	10-K	COMARCO	1998-05-01	https://www.sec.gov/Archives/edgar/data/22252/0000022252-98-000003.txt
22252	10-K	COMARCO	2004-05-17	https://www.sec.gov/Archives/edgar/data/22252/0001193125-04-089943.txt
22252	10-K	COMARCO	1996-04-29	https://www.sec.gov/Archives/edgar/data/22252/0000022252-96-000003.txt
22252	10-K	COMARCO	2003-05-01	https://www.sec.gov/Archives/edgar/data/22252/0000898430-03-002725.txt
22252	10-K	COMARCO	2010-05-03	https://www.sec.gov/Archives/edgar/data/22252/0000950123-10-042809.txt
22252	10-K	COMARCO	2007-04-30	https://www.sec.gov/Archives/edgar/data/22252/0001193125-07-095396.txt
22252	10-K	COMARCO	2006-05-01	https://www.sec.gov/Archives/edgar/data/22252/0001193125-06-095310.txt
22252	10-K	COMARCO	2011-04-29	https://www.sec.gov/Archives/edgar/data/22252/0000950123-11-042129.txt
22252	10-K	COMARCO	2014-04-30	https://www.sec.gov/Archives/edgar/data/22252/0001437749-14-007537.txt
22252	10-K405	COMARCO	2001-05-01	https://www.sec.gov/Archives/edgar/data/22252/0001095811-01-501706.txt
22252	10-K	COMARCO	2015-04-30	https://www.sec.gov/Archives/edgar/data/22252/0001437749-15-008491.txt
22252	10-K	COMARCO	2016-05-02	https://www.sec.gov/Archives/edgar/data/22252/0001437749-16-030440.txt
22252	10-K	COMARCO	2008-04-30	https://www.sec.gov/Archives/edgar/data/22252/0001193125-08-097274.txt
22252	10-K	COMARCO	1999-04-30	https://www.sec.gov/Archives/edgar/data/22252/0000022252-99-000004.txt
22252	10-K	COMARCO	2005-05-11	https://www.sec.gov/Archives/edgar/data/22252/0001193125-05-104212.txt
22701	10-K	COMMUNICATIONS SYSTEMS	1999-03-31	https://www.sec.gov/Archives/edgar/data/22701/0000022701-99-000002.txt
22701	10-K	COMMUNICATIONS SYSTEMS	1998-03-31	https://www.sec.gov/Archives/edgar/data/22701/0000022701-98-000001.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2015-03-12	https://www.sec.gov/Archives/edgar/data/22701/0000897101-15-000326.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2004-03-29	https://www.sec.gov/Archives/edgar/data/22701/0001104659-04-008711.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2010-03-18	https://www.sec.gov/Archives/edgar/data/22701/0000897101-10-000581.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2014-03-14	https://www.sec.gov/Archives/edgar/data/22701/0000897101-14-000329.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2012-03-15	https://www.sec.gov/Archives/edgar/data/22701/0000897101-12-000451.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2003-03-31	https://www.sec.gov/Archives/edgar/data/22701/0000022701-03-000002.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2001-04-02	https://www.sec.gov/Archives/edgar/data/22701/0000022701-01-000001.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2000-03-30	https://www.sec.gov/Archives/edgar/data/22701/0000022701-00-000001.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2007-05-16	https://www.sec.gov/Archives/edgar/data/22701/0000897101-07-001115.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2002-04-01	https://www.sec.gov/Archives/edgar/data/22701/0000022701-02-000001.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2008-03-31	https://www.sec.gov/Archives/edgar/data/22701/0000897101-08-000744.txt
22701	10-K	COMMUNICATIONS SYSTEMS	1996-03-28	https://www.sec.gov/Archives/edgar/data/22701/0000022701-96-000002.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2006-03-30	https://www.sec.gov/Archives/edgar/data/22701/0001104659-06-020685.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2016-03-11	https://www.sec.gov/Archives/edgar/data/22701/0000897101-16-002004.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2009-03-24	https://www.sec.gov/Archives/edgar/data/22701/0000897101-09-000596.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2011-03-15	https://www.sec.gov/Archives/edgar/data/22701/0000897101-11-000407.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2005-03-30	https://www.sec.gov/Archives/edgar/data/22701/0000022701-05-000042.txt
22701	10-K	COMMUNICATIONS SYSTEMS	1997-03-31	https://www.sec.gov/Archives/edgar/data/22701/0000022701-97-000001.txt
22701	10-K	COMMUNICATIONS SYSTEMS	2013-03-15	https://www.sec.gov/Archives/edgar/data/22701/0000897101-13-000372.txt
24741	10-K	CORNING INC	2015-02-13	https://www.sec.gov/Archives/edgar/data/24741/0000024741-15-000015.txt
24741	10-K	CORNING INC	2002-03-04	https://www.sec.gov/Archives/edgar/data/24741/0000024741-02-000014.txt
24741	10-K	CORNING INC	2004-03-01	https://www.sec.gov/Archives/edgar/data/24741/0000024741-04-000158.txt
24741	10-K	CORNING INC	2007-02-27	https://www.sec.gov/Archives/edgar/data/24741/0001206774-07-000512.txt
24741	10-K	CORNING INC	1996-03-07	https://www.sec.gov/Archives/edgar/data/24741/0000024741-96-000017.txt
24741	10-K	CORNING INC	1998-03-10	https://www.sec.gov/Archives/edgar/data/24741/0000950146-98-000390.txt
24741	10-K	CORNING INC	1994-03-18	https://www.sec.gov/Archives/edgar/data/24741/0000024741-94-000033.txt
24741	10-K	CORNING INC	2006-02-24	https://www.sec.gov/Archives/edgar/data/24741/0000024741-06-000175.txt
24741	10-K	CORNING INC	2014-02-10	https://www.sec.gov/Archives/edgar/data/24741/0001308179-14-000032.txt
24741	10-K	CORNING INC	2005-02-22	https://www.sec.gov/Archives/edgar/data/24741/0000024741-05-000121.txt
24741	10-K	CORNING INC	2010-02-10	https://www.sec.gov/Archives/edgar/data/24741/0001193125-10-027165.txt
24741	10-K	CORNING INC	2012-02-13	https://www.sec.gov/Archives/edgar/data/24741/0001193125-12-056163.txt
24741	10-K	CORNING INC	2011-02-10	https://www.sec.gov/Archives/edgar/data/24741/0001193125-11-030621.txt
24741	10-K	CORNING INC	1995-03-20	https://www.sec.gov/Archives/edgar/data/24741/0000024741-95-000026.txt
24741	10-K	CORNING INC	2009-02-24	https://www.sec.gov/Archives/edgar/data/24741/0001193125-09-035649.txt
24741	10-K405	CORNING INC	2001-03-12	https://www.sec.gov/Archives/edgar/data/24741/0000912057-01-503245.txt
24741	10-K	CORNING INC	2013-02-13	https://www.sec.gov/Archives/edgar/data/24741/0001308179-13-000024.txt
24741	10-K405	CORNING INC	2000-03-07	https://www.sec.gov/Archives/edgar/data/24741/0000912057-00-010188.txt
24741	10-K	CORNING INC	2016-02-12	https://www.sec.gov/Archives/edgar/data/24741/0000024741-16-000077.txt
24741	10-K	CORNING INC	2003-02-20	https://www.sec.gov/Archives/edgar/data/24741/0000024741-03-000009.txt
24741	10-K	CORNING INC	1999-02-24	https://www.sec.gov/Archives/edgar/data/24741/0000950146-99-000306.txt
24741	10-K	CORNING INC	1997-03-12	https://www.sec.gov/Archives/edgar/data/24741/0000950146-97-000367.txt
24741	10-K	CORNING INC	2008-02-15	https://www.sec.gov/Archives/edgar/data/24741/0001193125-08-031868.txt
26058	10-K	CTS	2013-02-25	https://www.sec.gov/Archives/edgar/data/26058/0001193125-13-073546.txt
26058	10-K	CTS	2007-05-15	https://www.sec.gov/Archives/edgar/data/26058/0000950137-07-007592.txt
26058	10-K	CTS	1997-03-20	https://www.sec.gov/Archives/edgar/data/26058/0000026058-97-000001.txt
26058	10-K	CTS	1996-03-21	https://www.sec.gov/Archives/edgar/data/26058/0000026058-96-000001.txt
26058	10-K	CTS	2010-02-23	https://www.sec.gov/Archives/edgar/data/26058/0000026058-10-000009.txt
26058	10-K	CTS	2016-02-24	https://www.sec.gov/Archives/edgar/data/26058/0000026058-16-000044.txt
26058	10-K	CTS	2000-03-28	https://www.sec.gov/Archives/edgar/data/26058/0000026058-00-000009.txt
26058	10-K	CTS	2001-03-09	https://www.sec.gov/Archives/edgar/data/26058/0000026058-01-000005.txt
26058	10-K	CTS	1999-02-25	https://www.sec.gov/Archives/edgar/data/26058/0000026058-99-000002.txt
26058	10-K	CTS	2015-02-24	https://www.sec.gov/Archives/edgar/data/26058/0001047469-15-001116.txt
26058	10-K	CTS	2011-02-24	https://www.sec.gov/Archives/edgar/data/26058/0000026058-11-000011.txt
26058	10-K	CTS	2014-03-03	https://www.sec.gov/Archives/edgar/data/26058/0001193125-14-080179.txt
26058	10-K	CTS	1995-03-17	https://www.sec.gov/Archives/edgar/data/26058/0000026058-95-000002.txt
26058	10-K	CTS	2009-02-23	https://www.sec.gov/Archives/edgar/data/26058/0000026058-09-000010.txt
26058	10-K	CTS	1998-03-27	https://www.sec.gov/Archives/edgar/data/26058/0000026058-98-000003.txt
26058	10-K	CTS	2002-03-18	https://www.sec.gov/Archives/edgar/data/26058/0000026058-02-000009.txt
26058	10-K	CTS	2006-02-27	https://www.sec.gov/Archives/edgar/data/26058/0000026058-06-000015.txt
26058	10-K	CTS	1994-03-22	https://www.sec.gov/Archives/edgar/data/26058/0000026058-94-000007.txt
26058	10-K	CTS	2005-03-04	https://www.sec.gov/Archives/edgar/data/26058/0000026058-05-000006.txt
26058	10-K	CTS	2004-02-20	https://www.sec.gov/Archives/edgar/data/26058/0000026058-04-000016.txt
26058	10-K	CTS	2012-02-24	https://www.sec.gov/Archives/edgar/data/26058/0001193125-12-076105.txt
26058	10-K	CTS	2003-02-14	https://www.sec.gov/Archives/edgar/data/26058/0000026058-03-000004.txt
26058	10-K	CTS	2008-02-28	https://www.sec.gov/Archives/edgar/data/26058/0000026058-08-000011.txt
27116	10-K405	DATRON SYSTEMS	2000-06-21	https://www.sec.gov/Archives/edgar/data/27116/0000027116-00-000005.txt
27116	10-K405	DATRON SYSTEMS	1997-06-26	https://www.sec.gov/Archives/edgar/data/27116/0000027116-97-000002.txt
27116	10-K405	DATRON SYSTEMS	1998-06-25	https://www.sec.gov/Archives/edgar/data/27116/0000027116-98-000002.txt
27116	10-K	DATRON SYSTEMS	1996-06-26	https://www.sec.gov/Archives/edgar/data/27116/0000027116-96-000003.txt
27116	10-K405	DATRON SYSTEMS	1999-06-24	https://www.sec.gov/Archives/edgar/data/27116/0000027116-99-000003.txt
27116	10-K405	DATRON SYSTEMS	2001-06-14	https://www.sec.gov/Archives/edgar/data/27116/0000027116-01-500006.txt
28365	10-K405	DETECTION SYSTEMS	2000-06-29	https://www.sec.gov/Archives/edgar/data/28365/0000028365-00-000005.txt
28365	10-K	DETECTION SYSTEMS	1999-06-29	https://www.sec.gov/Archives/edgar/data/28365/0000028365-99-000006.txt
28365	10-K405	DETECTION SYSTEMS	1995-06-29	https://www.sec.gov/Archives/edgar/data/28365/0000028365-95-000005.txt
28365	10-K	DETECTION SYSTEMS	1998-07-14	https://www.sec.gov/Archives/edgar/data/28365/0000028365-98-000010.txt
28365	10-K405	DETECTION SYSTEMS	1996-07-01	https://www.sec.gov/Archives/edgar/data/28365/0000028365-96-000017.txt
28365	10-K	DETECTION SYSTEMS	1997-06-30	https://www.sec.gov/Archives/edgar/data/28365/0000028365-97-000004.txt
29002	10-K	DIODES INC	2013-02-27	https://www.sec.gov/Archives/edgar/data/29002/0001193125-13-080181.txt
29002	10-K	DIODES INC	1998-03-31	https://www.sec.gov/Archives/edgar/data/29002/0000950150-98-000485.txt
29002	10-K	DIODES INC	2007-03-01	https://www.sec.gov/Archives/edgar/data/29002/0001144204-07-010863.txt
29002	10-K	DIODES INC	2009-02-26	https://www.sec.gov/Archives/edgar/data/29002/0000950148-09-000023.txt
29002	10-K405	DIODES INC	2001-04-02	https://www.sec.gov/Archives/edgar/data/29002/0000950150-01-000124.txt
29002	10-K	DIODES INC	2006-03-15	https://www.sec.gov/Archives/edgar/data/29002/0001144204-06-010106.txt
29002	10-K	DIODES INC	2008-02-29	https://www.sec.gov/Archives/edgar/data/29002/0001144204-08-012660.txt
29002	10-K	DIODES INC	2014-02-27	https://www.sec.gov/Archives/edgar/data/29002/0001193125-14-073365.txt
29002	10-K405	DIODES INC	1999-03-30	https://www.sec.gov/Archives/edgar/data/29002/0000950150-99-000372.txt
29002	10-K	DIODES INC	2010-03-01	https://www.sec.gov/Archives/edgar/data/29002/0000950123-10-019255.txt
29002	10-K	DIODES INC	2016-03-11	https://www.sec.gov/Archives/edgar/data/29002/0001564590-16-014609.txt
29002	10-K	DIODES INC	2003-03-31	https://www.sec.gov/Archives/edgar/data/29002/0000029002-03-000021.txt
29002	10-K	DIODES INC	2015-03-02	https://www.sec.gov/Archives/edgar/data/29002/0001564590-15-001204.txt
29002	10-K405	DIODES INC	1997-03-31	https://www.sec.gov/Archives/edgar/data/29002/0000950150-97-000471.txt
29002	10-K	DIODES INC	2004-03-15	https://www.sec.gov/Archives/edgar/data/29002/0001144204-04-002937.txt
29002	10-K	DIODES INC	2011-02-28	https://www.sec.gov/Archives/edgar/data/29002/0000950123-11-019939.txt
29002	10-K405	DIODES INC	2000-03-30	https://www.sec.gov/Archives/edgar/data/29002/0000950150-00-000257.txt
29002	10-K405	DIODES INC	2002-04-01	https://www.sec.gov/Archives/edgar/data/29002/0000950150-02-000306.txt
29002	10-K	DIODES INC	2012-02-28	https://www.sec.gov/Archives/edgar/data/29002/0001193125-12-084918.txt
29002	10-K	DIODES INC	2005-03-16	https://www.sec.gov/Archives/edgar/data/29002/0001144204-05-007853.txt
29002	10-K405	DIODES INC	1996-04-01	https://www.sec.gov/Archives/edgar/data/29002/0000950150-96-000215.txt
30819	10-K	DYNAMICS CORP OF	1996-03-27	https://www.sec.gov/Archives/edgar/data/30819/0000950146-96-000481.txt
30819	10-K	DYNAMICS CORP OF	1994-03-30	https://www.sec.gov/Archives/edgar/data/30819/0000950146-94-000071.txt
30819	10-K	DYNAMICS CORP OF	1997-03-26	https://www.sec.gov/Archives/edgar/data/30819/0001029869-97-000369.txt
30819	10-K	DYNAMICS CORP OF	1995-03-29	https://www.sec.gov/Archives/edgar/data/30819/0000950146-95-000151.txt
31660	10-K	ECC INTERNATIONAL	2000-09-28	https://www.sec.gov/Archives/edgar/data/31660/0000950144-00-011775.txt
31660	10-K405	ECC INTERNATIONAL	1996-09-30	https://www.sec.gov/Archives/edgar/data/31660/0000950135-96-004153.txt
31660	10-K405	ECC INTERNATIONAL	1998-10-13	https://www.sec.gov/Archives/edgar/data/31660/0000950135-98-005425.txt
31660	10-K405	ECC INTERNATIONAL	1995-09-27	https://www.sec.gov/Archives/edgar/data/31660/0000950135-95-001993.txt
31660	10-K	ECC INTERNATIONAL	1999-09-28	https://www.sec.gov/Archives/edgar/data/31660/0000950135-99-004553.txt
